ID,TYPE,USER,GENDER,AGE,name
20,1,20,FEMALE,28,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000020_1_000020_FEMALE_28.jpg
20,2,20,FEMALE,28,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000020_2_000020_FEMALE_28.jpg
20,4,20,FEMALE,28,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000020_4_000020_FEMALE_28.jpg
21,2,21,MALE,30,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000021_2_000021_MALE_30.jpg
22,1,22,FEMALE,33,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000022_1_000022_FEMALE_33.jpg
22,2,22,FEMALE,33,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000022_2_000022_FEMALE_33.jpg
22,3,22,FEMALE,33,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000022_3_000022_FEMALE_33.jpg
23,1,23,MALE,25,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000023_1_000023_MALE_25.jpg
23,2,23,MALE,25,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000023_2_000023_MALE_25.jpg
23,4,23,MALE,25,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000023_4_000023_MALE_25.jpg
24,2,24,MALE,29,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000024_2_000024_MALE_29.jpg
24,3,24,MALE,29,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000024_3_000024_MALE_29.jpg
24,4,24,MALE,29,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000024_4_000024_MALE_29.jpg
25,2,25,MALE,30,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000025_2_000025_MALE_30.jpg
25,3,25,MALE,30,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000025_3_000025_MALE_30.jpg
25,4,25,MALE,30,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000025_4_000025_MALE_30.jpg
26,1,26,NONE,31,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000026_1_000026_NONE_31.jpg
26,2,26,NONE,31,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000026_2_000026_NONE_31.jpg
26,3,26,NONE,31,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000026_3_000026_NONE_31.jpg
26,4,26,NONE,31,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000026_4_000026_NONE_31.jpg
27,1,27,FEMALE,25,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000027_1_000027_FEMALE_25.jpg
27,3,27,FEMALE,25,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000027_3_000027_FEMALE_25.jpg
29,2,29,MALE,23,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000029_2_000029_MALE_23.jpg
29,3,29,MALE,23,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000029_3_000029_MALE_23.jpg
29,4,29,MALE,23,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000029_4_000029_MALE_23.jpg
30,1,30,NONE,29,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000030_1_000030_NONE_29.jpg
30,2,30,NONE,29,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000030_2_000030_NONE_29.jpg
30,4,30,NONE,29,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000030_4_000030_NONE_29.jpg
31,1,31,MALE,26,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000031_1_000031_MALE_26.jpg
31,2,31,MALE,26,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000031_2_000031_MALE_26.jpg
31,3,31,MALE,26,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000031_3_000031_MALE_26.jpg
32,1,32,FEMALE,26,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000032_1_000032_FEMALE_26.jpg
32,2,32,FEMALE,26,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000032_2_000032_FEMALE_26.jpg
32,3,32,FEMALE,26,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000032_3_000032_FEMALE_26.jpg
32,4,32,FEMALE,26,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000032_4_000032_FEMALE_26.jpg
33,1,33,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000033_1_000033_NONE_20.jpg
33,4,33,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000033_4_000033_NONE_20.jpg
34,2,34,MALE,25,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000034_2_000034_MALE_25.jpg
34,3,34,MALE,25,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000034_3_000034_MALE_25.jpg
34,4,34,MALE,25,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000034_4_000034_MALE_25.jpg
35,1,35,MALE,26,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000035_1_000035_MALE_26.jpg
35,2,35,MALE,26,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000035_2_000035_MALE_26.jpg
36,1,36,FEMALE,26,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000036_1_000036_FEMALE_26.jpg
36,2,36,FEMALE,26,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000036_2_000036_FEMALE_26.jpg
36,4,36,FEMALE,26,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000036_4_000036_FEMALE_26.jpg
37,1,37,FEMALE,22,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000037_1_000037_FEMALE_22.jpg
37,2,37,FEMALE,22,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000037_2_000037_FEMALE_22.jpg
38,1,38,FEMALE,33,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000038_1_000038_FEMALE_33.jpg
38,2,38,FEMALE,33,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000038_2_000038_FEMALE_33.jpg
38,3,38,FEMALE,33,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000038_3_000038_FEMALE_33.jpg
38,4,38,FEMALE,33,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000038_4_000038_FEMALE_33.jpg
39,1,39,FEMALE,43,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000039_1_000039_FEMALE_43.jpg
39,3,39,FEMALE,43,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000039_3_000039_FEMALE_43.jpg
39,4,39,FEMALE,43,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000039_4_000039_FEMALE_43.jpg
40,1,40,MALE,30,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000040_1_000040_MALE_30.jpg
40,3,40,MALE,30,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000040_3_000040_MALE_30.jpg
40,4,40,MALE,30,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000040_4_000040_MALE_30.jpg
41,2,41,NONE,18,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000041_2_000041_NONE_18.jpg
41,3,41,NONE,18,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000041_3_000041_NONE_18.jpg
42,1,42,MALE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000042_1_000042_MALE_20.jpg
42,2,42,MALE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000042_2_000042_MALE_20.jpg
42,3,42,MALE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000042_3_000042_MALE_20.jpg
42,4,42,MALE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000042_4_000042_MALE_20.jpg
43,2,43,NONE,48,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000043_2_000043_NONE_48.jpg
44,1,44,FEMALE,25,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000044_1_000044_FEMALE_25.jpg
44,2,44,FEMALE,25,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000044_2_000044_FEMALE_25.jpg
44,3,44,FEMALE,25,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000044_3_000044_FEMALE_25.jpg
44,4,44,FEMALE,25,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000044_4_000044_FEMALE_25.jpg
45,2,45,MALE,24,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000045_2_000045_MALE_24.jpg
45,4,45,MALE,24,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000045_4_000045_MALE_24.jpg
46,1,46,MALE,27,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000046_1_000046_MALE_27.jpg
46,2,46,MALE,27,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000046_2_000046_MALE_27.jpg
47,1,47,FEMALE,37,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000047_1_000047_FEMALE_37.jpg
47,2,47,FEMALE,37,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000047_2_000047_FEMALE_37.jpg
47,3,47,FEMALE,37,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000047_3_000047_FEMALE_37.jpg
47,4,47,FEMALE,37,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000047_4_000047_FEMALE_37.jpg
48,4,48,MALE,21,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000048_4_000048_MALE_21.jpg
49,1,49,MALE,40,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000049_1_000049_MALE_40.jpg
49,2,49,MALE,40,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000049_2_000049_MALE_40.jpg
49,3,49,MALE,40,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000049_3_000049_MALE_40.jpg
50,1,50,MALE,19,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000050_1_000050_MALE_19.jpg
50,2,50,MALE,19,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000050_2_000050_MALE_19.jpg
50,4,50,MALE,19,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000050_4_000050_MALE_19.jpg
51,3,51,MALE,29,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000051_3_000051_MALE_29.jpg
51,4,51,MALE,29,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000051_4_000051_MALE_29.jpg
52,1,52,MALE,48,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000052_1_000052_MALE_48.jpg
52,2,52,MALE,48,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000052_2_000052_MALE_48.jpg
52,3,52,MALE,48,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000052_3_000052_MALE_48.jpg
53,1,53,NONE,30,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000053_1_000053_NONE_30.jpg
53,2,53,NONE,30,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000053_2_000053_NONE_30.jpg
53,3,53,NONE,30,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000053_3_000053_NONE_30.jpg
54,1,54,MALE,24,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000054_1_000054_MALE_24.jpg
54,2,54,MALE,24,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000054_2_000054_MALE_24.jpg
54,3,54,MALE,24,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000054_3_000054_MALE_24.jpg
54,4,54,MALE,24,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000054_4_000054_MALE_24.jpg
55,1,55,MALE,23,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000055_1_000055_MALE_23.jpg
55,2,55,MALE,23,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000055_2_000055_MALE_23.jpg
55,3,55,MALE,23,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000055_3_000055_MALE_23.jpg
55,4,55,MALE,23,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000055_4_000055_MALE_23.jpg
56,1,56,MALE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000056_1_000056_MALE_20.jpg
56,2,56,MALE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000056_2_000056_MALE_20.jpg
56,3,56,MALE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000056_3_000056_MALE_20.jpg
57,1,57,MALE,28,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000057_1_000057_MALE_28.jpg
58,1,58,MALE,29,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000058_1_000058_MALE_29.jpg
58,3,58,MALE,29,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000058_3_000058_MALE_29.jpg
58,4,58,MALE,29,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000058_4_000058_MALE_29.jpg
59,1,59,FEMALE,32,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000059_1_000059_FEMALE_32.jpg
59,3,59,FEMALE,32,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000059_3_000059_FEMALE_32.jpg
60,1,60,NONE,35,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000060_1_000060_NONE_35.jpg
60,2,60,NONE,35,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000060_2_000060_NONE_35.jpg
60,4,60,NONE,35,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000060_4_000060_NONE_35.jpg
61,1,61,FEMALE,32,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000061_1_000061_FEMALE_32.jpg
62,1,62,NONE,19,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000062_1_000062_NONE_19.jpg
62,3,62,NONE,19,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000062_3_000062_NONE_19.jpg
63,1,63,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000063_1_000063_NONE_20.jpg
63,2,63,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000063_2_000063_NONE_20.jpg
63,3,63,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000063_3_000063_NONE_20.jpg
63,4,63,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000063_4_000063_NONE_20.jpg
64,1,64,NONE,26,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000064_1_000064_NONE_26.jpg
64,2,64,NONE,26,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000064_2_000064_NONE_26.jpg
64,4,64,NONE,26,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000064_4_000064_NONE_26.jpg
65,1,65,NONE,24,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000065_1_000065_NONE_24.jpg
65,2,65,NONE,24,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000065_2_000065_NONE_24.jpg
65,3,65,NONE,24,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000065_3_000065_NONE_24.jpg
65,4,65,NONE,24,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000065_4_000065_NONE_24.jpg
66,2,66,MALE,19,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000066_2_000066_MALE_19.jpg
66,4,66,MALE,19,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000066_4_000066_MALE_19.jpg
67,2,67,MALE,28,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000067_2_000067_MALE_28.jpg
68,2,68,MALE,34,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000068_2_000068_MALE_34.jpg
69,1,69,MALE,37,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000069_1_000069_MALE_37.jpg
70,1,70,MALE,19,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000070_1_000070_MALE_19.jpg
71,2,71,MALE,26,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000071_2_000071_MALE_26.jpg
71,4,71,MALE,26,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000071_4_000071_MALE_26.jpg
72,1,72,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000072_1_000072_NONE_20.jpg
72,2,72,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000072_2_000072_NONE_20.jpg
72,3,72,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000072_3_000072_NONE_20.jpg
73,2,73,MALE,26,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000073_2_000073_MALE_26.jpg
73,4,73,MALE,26,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000073_4_000073_MALE_26.jpg
74,1,74,MALE,40,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000074_1_000074_MALE_40.jpg
74,3,74,MALE,40,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000074_3_000074_MALE_40.jpg
74,4,74,MALE,40,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000074_4_000074_MALE_40.jpg
75,2,75,MALE,30,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000075_2_000075_MALE_30.jpg
75,3,75,MALE,30,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000075_3_000075_MALE_30.jpg
76,2,76,MALE,33,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000076_2_000076_MALE_33.jpg
76,3,76,MALE,33,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000076_3_000076_MALE_33.jpg
77,1,77,MALE,40,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000077_1_000077_MALE_40.jpg
77,4,77,MALE,40,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000077_4_000077_MALE_40.jpg
78,1,78,NONE,44,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000078_1_000078_NONE_44.jpg
78,4,78,NONE,44,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000078_4_000078_NONE_44.jpg
79,3,79,NONE,23,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000079_3_000079_NONE_23.jpg
80,2,80,MALE,19,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000080_2_000080_MALE_19.jpg
80,4,80,MALE,19,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000080_4_000080_MALE_19.jpg
81,1,81,MALE,22,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000081_1_000081_MALE_22.jpg
81,2,81,MALE,22,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000081_2_000081_MALE_22.jpg
81,3,81,MALE,22,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000081_3_000081_MALE_22.jpg
81,4,81,MALE,22,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000081_4_000081_MALE_22.jpg
82,1,82,FEMALE,46,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000082_1_000082_FEMALE_46.jpg
82,2,82,FEMALE,46,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000082_2_000082_FEMALE_46.jpg
83,1,83,MALE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000083_1_000083_MALE_20.jpg
83,2,83,MALE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000083_2_000083_MALE_20.jpg
83,4,83,MALE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000083_4_000083_MALE_20.jpg
84,4,84,NONE,18,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000084_4_000084_NONE_18.jpg
85,2,85,MALE,21,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000085_2_000085_MALE_21.jpg
86,1,86,FEMALE,28,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000086_1_000086_FEMALE_28.jpg
86,3,86,FEMALE,28,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000086_3_000086_FEMALE_28.jpg
86,4,86,FEMALE,28,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000086_4_000086_FEMALE_28.jpg
87,1,87,MALE,23,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000087_1_000087_MALE_23.jpg
87,2,87,MALE,23,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000087_2_000087_MALE_23.jpg
87,3,87,MALE,23,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000087_3_000087_MALE_23.jpg
87,4,87,MALE,23,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000087_4_000087_MALE_23.jpg
88,2,88,NONE,21,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000088_2_000088_NONE_21.jpg
88,3,88,NONE,21,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000088_3_000088_NONE_21.jpg
88,4,88,NONE,21,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000088_4_000088_NONE_21.jpg
89,1,89,MALE,25,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000089_1_000089_MALE_25.jpg
89,4,89,MALE,25,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000089_4_000089_MALE_25.jpg
90,3,90,MALE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000090_3_000090_MALE_20.jpg
91,2,91,MALE,27,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000091_2_000091_MALE_27.jpg
91,4,91,MALE,27,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000091_4_000091_MALE_27.jpg
92,2,92,NONE,18,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000092_2_000092_NONE_18.jpg
92,3,92,NONE,18,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/000092_3_000092_NONE_18.jpg
